"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"OL67_003397" 2987 4960 3531 6583 2798 3572 3495 3131 4394 9490 16559 17016
"OL67_003398" 465 566 299 388 393 598 578 418 687 420 740 838
"OL67_003399" 7342 7943 6014 6801 9248 12361 11488 11288 14265 7125 10777 14640
"OL67_003400" 1415 1117 958 1414 1912 2814 2328 2333 2945 1431 2094 2890
"OL67_003401" 1060 605 599 739 1169 1733 1591 1357 1855 766 1263 1718
"OL67_003402" 1163 544 464 649 902 1298 1176 1087 1354 638 967 1380
"OL67_003403" 378 387 239 355 512 658 491 456 724 251 320 427
"OL67_003404" 854 760 410 609 628 852 747 601 1072 413 572 771
"OL67_003405" 3009 6099 3912 5583 2737 3950 3341 3156 4596 2220 3033 4347
"OL67_003406" 1161 425 272 633 606 839 749 691 859 362 471 655
"OL67_003407" 1762 1761 1359 1716 2159 3437 3068 2490 3570 1282 1662 2626
"OL67_003408" 408 896 656 503 560 770 759 592 936 408 630 911
"OL67_003409" 77 134 97 123 88 170 129 118 157 83 78 122
"OL67_003410" 25969 91309 79954 170259 19480 27437 23851 20558 29096 122825 184037 166995
"OL67_003411" 3526 4245 2825 6492 2206 3312 2739 2160 3332 6414 9832 9961
"OL67_003412" 74 155 104 138 70 106 204 184 211 39 62 79
"OL67_003413" 1363 1153 801 968 1012 1548 1344 1153 1736 761 1023 1342
"OL67_003414" 1181 2382 1877 2534 979 1321 1629 1235 1456 719 846 1443
"OL67_003415" 13 48 17 2 47 63 43 53 72 26 34 55
"OL67_003416" 8809 10771 8357 13736 7348 11186 8244 7985 10994 9552 13439 16681
"OL67_003417" 1181 1143 828 1370 930 1341 1320 1082 1501 830 1175 1485
"OL67_003418" 2278 1675 1460 2221 1654 2536 2146 1936 2560 1277 1488 2268
"OL67_003419" 1004 590 404 697 580 959 804 687 993 372 476 646
"OL67_003420" 46 210 159 99 124 191 208 119 200 48 95 136
"OL67_003421" 25025 16546 11610 18646 18061 26994 22221 19624 29510 14156 18138 27866
"OL67_003422" 1041 1112 625 1040 932 1318 1212 957 1544 908 1345 1592
"OL67_003423" 6680 5163 3968 8396 3716 5909 4951 4188 5933 5227 6805 8281
"OL67_003424" 1667 1791 1246 1971 1282 2044 1784 1469 2214 1405 1805 2783
"OL67_003425" 1283 1606 1075 1118 959 1434 1455 1041 1399 869 1346 1486
"OL67_003426" 2389 2465 2011 2106 1904 2625 2360 2295 2729 1189 1584 2156
"OL67_003427" 546 1008 731 828 602 956 663 660 1032 584 848 1193
"OL67_003428" 91 115 66 126 88 129 78 83 103 76 138 203
"OL67_003429" 1030 1903 1576 2772 883 1358 978 874 1141 2218 3280 3826
"OL67_003430" 834 1884 1048 1652 742 1096 710 799 1123 1710 2488 3188
"OL67_003431" 45 77 50 85 29 41 76 66 59 23 27 37
"OL67_003432" 746 598 495 919 507 786 421 383 703 603 913 1137
"OL67_003433" 1194 3526 2398 2763 1350 2079 1425 1323 1846 1820 2166 3600
"OL67_003434" 1494 1494 1087 1200 1850 2649 2144 2089 2647 927 1260 1973
"OL67_003435" 2405 3871 3216 1914 2978 4962 2797 2371 3965 2638 3832 6450
"OL67_003436" 1592 3889 2914 1822 2474 3685 3249 3024 3813 1994 2573 4050
"OL67_003437" 2084 2101 1625 1735 2226 3356 2854 2587 3579 1103 1292 2260
"OL67_003438" 744 1916 1068 1140 1268 1710 1298 1280 1981 950 1364 1989
"OL67_003439" 719 371 247 245 506 841 545 485 813 388 501 706
"OL67_003440" 1051 374 278 353 635 1147 658 589 1115 395 490 797
"OL67_003441" 199 388 302 458 148 263 193 169 223 269 343 423
"OL67_003442" 192 409 266 308 184 316 190 192 279 229 338 412
"OL67_003443" 1368 1113 813 1139 1100 1696 1336 1028 1633 1200 1695 2085
"OL67_003444" 1367 1199 1042 1850 1018 1623 1166 946 1582 1447 2018 2451
"OL67_003445" 4778 5505 3713 5192 3564 5150 3615 3383 5526 6331 8777 10582
"OL67_003446" 217 478 321 223 313 462 308 314 539 222 296 457
"OL67_003447" 2702 3271 2624 3783 2467 3393 4730 3395 4492 1269 1594 2665
"OL67_003448" 959 614 457 624 839 1073 576 618 722 448 515 938
"OL67_003449" 525 558 304 263 449 662 651 425 776 255 442 450
"OL67_003450" 365 255 127 121 311 384 386 253 514 149 214 321
"OL67_003451" 6017 4150 2933 4287 5264 7948 7563 6054 8807 3482 4083 7390
"OL67_003452" 923 727 579 1015 822 1409 1043 996 1472 456 592 1031
"OL67_003453" 74 48 22 72 59 101 70 99 113 47 61 70
"OL67_003454" 390 263 216 262 316 458 461 357 555 290 340 472
"OL67_003455" 479 380 234 466 427 659 502 490 675 363 518 673
"OL67_003456" 97 451 298 411 186 267 178 173 292 636 1248 1076
"OL67_003457" 719 655 452 658 745 1201 918 896 1073 641 904 1161
"OL67_003458" 1902 1560 1207 1743 1553 2300 1975 1687 2130 1528 2016 2637
"OL67_003459" 1681 1364 1034 1266 1408 2207 1766 1704 2298 938 1167 1889
"OL67_003460" 6057 3296 2100 3203 2998 4432 3897 3348 5062 2537 3508 4962
"OL67_003461" 339 582 312 600 249 347 371 238 393 359 608 548
"OL67_003462" 1519 1293 813 1255 1436 1836 1769 1540 2183 848 1107 1741
"OL67_003463" 943 937 761 843 964 1490 1267 1176 1650 601 751 1215
"OL67_003464" 688 778 537 469 854 1311 1220 965 1426 412 511 835
"OL67_003465" 76 140 105 60 157 220 199 189 230 85 90 162
"OL67_003466" 2734 3548 2566 2582 3132 4388 4005 3457 5092 2666 3367 5230
"OL67_003467" 1231 1963 1510 1403 1388 1924 1735 1536 2144 1150 1505 2470
"OL67_003468" 160 188 112 165 98 190 136 127 199 109 146 213
"OL67_003469" 1442 2169 1635 1620 1456 2325 1871 1618 2362 1560 2050 3030
"OL67_003470" 942 775 525 714 752 1018 845 753 1214 568 884 1204
"OL67_003471" 3813 4578 3471 3943 3942 6413 6898 4676 6841 3831 4680 7517
"OL67_003472" 79 122 95 144 72 114 73 76 88 160 242 206
"OL67_003473" 634 551 420 404 500 800 651 589 874 363 489 663
"OL67_003474" 896 715 498 424 759 1135 898 913 1166 514 573 950
"OL67_003475" 730 336 253 301 418 612 619 409 659 261 272 450
"OL67_003476" 452 467 302 292 452 706 587 519 788 347 424 510
"OL67_003477" 7354 5093 3708 4242 5036 7795 5477 5583 8490 4575 6184 8851
"OL67_003478" 1012 3638 3032 3193 999 1308 1093 873 1271 2839 4383 5062
"OL67_003479" 4388 7558 5298 6114 3219 4437 3252 3193 4580 5373 8076 9941
"OL67_003480" 1267 1021 714 1209 871 1426 1248 939 1352 736 1070 1315
"OL67_003481" 277 329 251 267 324 455 399 295 451 193 299 421
"OL67_003482" 566 1041 690 789 797 1101 932 941 1234 560 685 1096
"OL67_003483" 2922 4528 3282 4470 2520 3536 3138 2572 3585 3839 5693 7187
"OL67_003484" 1695 2581 2045 3345 1299 1784 1613 1139 1678 1841 2952 3463
"OL67_003485" 2553 3469 2979 5935 1379 2014 1612 1411 1900 2485 3786 4582
"OL67_003486" 2 9 3 2 2 6 7 7 6 4 7 8
"OL67_003487" 1002 13856 9025 9203 1595 2355 1444 1028 1671 4625 6272 10414
"OL67_003488" 201 287 156 187 186 239 197 130 307 195 337 358
"OL67_003489" 350 305 108 211 255 371 291 256 381 245 464 475
"OL67_003490" 7500 14451 10583 5890 9402 13488 10024 9405 14278 12702 17217 22671
"OL67_003491" 1563 815 538 681 1315 1956 1519 1477 1989 574 796 1279
"OL67_003492" 1548 1002 715 883 1629 2355 1862 1848 2349 732 961 1460
"OL67_003493" 322 236 174 138 305 458 417 321 446 149 189 266
"OL67_003494" 494 500 436 386 625 816 739 723 932 384 480 758
"OL67_003495" 165 158 110 144 144 220 230 173 225 83 144 153
"OL67_003496" 3604 13122 10748 16841 4052 5481 7448 6768 8243 3152 4339 6617
"OL67_003497" 515 973 719 659 679 976 846 697 992 526 658 1053
"OL67_003498" 2025 1695 1376 1922 1538 2550 2395 1742 2312 1620 2170 3245
"OL67_003499" 1388 1633 1141 1148 1197 1814 1619 1314 1797 1072 1466 2055
"OL67_003500" 281 475 368 432 361 567 369 442 565 222 283 430
"OL67_003501" 324 4216 3587 5155 459 608 545 369 607 1700 2777 3003
"OL67_003502" 9665 6990 4783 8703 7101 10289 9930 8699 12718 5474 7217 10022
"OL67_003503" 4951 592 394 572 2413 3936 3452 2786 4165 257 368 719
"OL67_003504" 4657 6252 3958 2181 4761 6504 6243 6218 7304 2413 3140 4842
"OL67_003505" 99 139 90 128 85 140 113 96 130 77 147 134
"OL67_003506" 177 139 154 159 139 226 201 196 188 102 128 205
"OL67_003507" 172 288 204 238 208 330 267 289 294 150 242 381
"OL67_003508" 581 427 337 421 467 716 550 487 684 288 354 560
"OL67_003509" 809 675 504 756 701 1140 862 846 1063 432 591 995
"OL67_003510" 151 196 113 95 177 210 193 158 241 90 117 213
"OL67_003511" 2793 2298 1625 3077 1719 2576 2191 1806 2514 1966 2834 3435
"OL67_003512" 2832 2199 1392 2829 1572 2501 2002 1730 2372 2009 2977 3153
"OL67_003514" 145 75 82 65 177 298 248 234 340 126 203 226
"OL67_003515" 1548 803 553 704 1377 1772 1725 1780 2299 968 1339 1625
"OL67_003516" 755 782 681 1117 693 1057 1420 1133 1273 664 787 1053
"OL67_003517" 1962 4301 5026 7341 3188 4907 5824 5441 6140 2537 2728 4302
"OL67_003518" 2072 2888 3289 4039 2355 3286 4755 3998 4672 1422 1430 2359
"OL67_003519" 1545 2382 2312 2267 2006 2855 3644 3375 4320 1190 1293 2135
"OL67_003520" 2223 1768 1541 2174 1603 2146 3263 2568 3093 805 1037 1701
"OL67_003521" 827 1005 802 1223 698 1020 1290 1138 1691 322 382 689
"OL67_003522" 346 960 744 685 517 751 944 1000 1237 316 405 707
"OL67_003523" 514 1182 862 1017 746 889 1361 1137 1517 392 549 943
"OL67_003524" 2525 3676 3097 5554 2425 3153 4412 3872 5315 1402 1849 2960
"OL67_003525" 547 1017 905 657 669 1003 1218 1041 1547 519 591 857
"OL67_003526" 161 255 171 464 151 212 303 197 280 132 148 218
"OL67_003527" 209 227 149 427 153 198 250 207 307 133 158 186
"OL67_003528" 450 925 1011 1845 516 917 995 858 1072 546 579 763
"OL67_003529" 1355 1894 1614 2188 1547 2078 2606 2245 3107 749 908 1724
"OL67_003530" 324 1226 993 722 538 679 914 786 1142 291 330 642
"OL67_003531" 1139 2122 1759 2018 1045 1344 1963 1744 2329 532 710 1350
"OL67_003532" 83 213 153 155 122 166 175 160 225 56 66 144
"OL67_003533" 394 513 405 443 359 448 564 538 703 164 155 317
"OL67_003534" 154 274 191 199 191 246 202 226 307 71 101 172
"OL67_003535" 329 936 767 799 684 850 1293 1082 1432 336 405 714
"OL67_003536" 996 1628 1508 2076 1227 1542 2131 1982 2474 635 808 1496
"OL67_003537" 415 774 742 1092 471 665 907 875 1052 297 338 603
"OL67_003538" 1149 2263 1928 2941 1474 1745 2411 2460 2966 830 1068 1876
"OL67_003539" 910 2138 1723 1920 1250 1518 2194 2077 2520 713 912 1707
"OL67_003540" 253 653 618 924 393 472 710 641 729 257 259 470
"OL67_003541" 262 1005 769 775 574 594 849 876 1136 313 358 721
"OL67_003542" 490 1235 1045 1125 537 693 947 993 1180 378 481 811
"OL67_003543" 260 1424 960 1075 614 725 953 995 1271 433 536 942
"OL67_003544" 907 1198 738 1056 947 1116 1532 1251 1719 573 744 1075
"OL67_003545" 2092 2812 2321 2491 3151 3956 6229 4998 6750 1408 1791 2921
"OL67_003546" 1797 2983 2521 3673 2947 3793 5376 4876 6174 1575 1828 3004
"OL67_003547" 65651 60342 55899 39982 61671 79945 106171 103386 124478 33824 36820 70647
"OL67_003548" 443 1211 796 667 737 795 1122 1123 1458 394 611 820
"OL67_003549" 163 586 353 320 279 303 424 474 575 169 249 383
"OL67_003550" 2134 4904 3654 6393 2360 2990 4337 3818 4591 1281 1582 3090
"OL67_003551" 913 2582 2243 2337 1217 1452 1792 1881 2172 783 892 1728
"OL67_003552" 677 1102 791 995 756 983 916 847 1141 522 652 907
"OL67_003553" 312 633 504 541 347 538 458 406 572 423 537 705
"OL67_003554" 524 1032 682 635 616 843 700 586 927 571 768 1159
"OL67_003555" 379 439 307 299 203 550 417 339 531 296 224 619
"OL67_003556" 2107 2040 1481 2333 2425 3484 3859 3018 4450 1464 2152 2885
"OL67_003557" 9931 5992 4835 6750 8633 12231 15697 12579 16227 4637 6424 8300
"OL67_003558" 726 775 626 886 773 1106 881 682 1114 582 842 1135
"OL67_003559" 636 848 635 527 586 887 658 678 942 513 706 961
"OL67_003560" 968 1012 744 1008 830 1212 1162 811 1270 796 1220 1683
"OL67_003561" 1443 2278 1750 2530 1672 2357 1888 1494 2309 1845 2841 3624
"OL67_003562" 1029 2098 1389 1610 954 1504 1055 973 1406 1370 2364 2626
"OL67_003565" 39 188 122 152 84 91 123 109 167 71 77 150
"OL67_003566" 8946 5831 3882 5081 5327 7487 6075 5097 7881 4127 5650 8194
"OL67_003567" 448 271 201 299 253 370 346 297 420 188 274 378
"OL67_003568" 679 5889 4738 6219 621 931 921 780 1076 1687 2411 3597
"OL67_003569" 2120 7233 5517 8540 1496 2166 1854 1588 2613 3562 4708 7042
"OL67_003570" 624 487 258 424 645 811 724 594 974 267 406 560
"OL67_003571" 1260 1117 809 665 1378 2081 1903 1553 2109 781 1028 1561
"OL67_003572" 617 646 362 334 681 1007 685 520 730 381 447 797
"OL67_003573" 8334 7453 5780 5131 9068 14920 4782 3697 5569 7703 6502 11532
"OL67_003574" 9477 6722 3913 4871 6771 9810 2848 2455 3991 5394 5765 10222
"OL67_003575" 102 135 82 218 88 128 115 96 143 80 106 155
"OL67_003576" 277 175 116 170 145 219 265 157 301 146 186 260
"OL67_003577" 80 422 247 256 128 159 169 122 212 291 656 491
"OL67_003578" 235 650 361 557 181 214 200 188 304 431 1015 853
"OL67_003579" 212 1816 728 679 309 325 290 287 511 1893 4138 2714
"OL67_003580" 945 1256 849 1224 1109 1696 1454 1129 1766 840 1050 1473
"OL67_003581" 4669 3975 2502 3545 4671 6268 4690 5288 7028 2433 3507 4882
"OL67_003582" 524 273 183 255 475 671 530 471 669 209 284 427
"OL67_003583" 1514 2863 1947 2272 1985 2940 2062 1894 3068 2156 2751 4356
"OL67_003584" 588 1310 957 874 855 1239 932 980 1344 512 718 996
"OL67_003585" 546 749 600 657 482 648 653 403 708 490 875 1027
"OL67_003586" 1912 1359 1020 1274 1743 2588 2124 2116 2684 893 1264 1835
"OL67_003587" 558 704 427 472 466 640 506 437 710 487 824 1022
"OL67_003588" 309 330 231 388 221 439 326 270 370 285 405 566
"OL67_003589" 3668 2932 2123 2603 2831 4258 4006 3258 4737 2206 2809 4417
"OL67_003590" 4570 371 270 603 2758 4317 3063 3206 4724 975 1577 1608
"OL67_003591" 386 107 67 92 674 996 704 724 1114 207 319 417
"OL67_003592" 1647 234 189 307 1198 1764 1462 1455 2108 460 754 798
"OL67_003593" 586 113 97 151 492 750 702 654 852 205 422 505
"OL67_003594" 237 45 42 59 189 272 235 212 312 49 115 114
"OL67_003595" 76 58 54 47 79 136 109 91 120 38 81 86
"OL67_003596" 251 129 67 120 123 229 155 154 246 94 142 131
"OL67_003597" 1330 1068 730 926 906 1412 1161 908 1436 577 819 1295
"OL67_003598" 654 567 385 593 463 711 344 339 581 350 420 639
"OL67_003599" 973 1571 1079 1292 1043 1760 751 821 1419 933 1172 1857
"OL67_003600" 295 245 209 433 258 476 340 351 383 235 285 451
"OL67_003601" 2150 1683 1322 1631 1656 2403 2154 1990 2895 1167 1631 2251
"OL67_003602" 42 62 37 61 42 80 111 87 97 26 32 51
"OL67_003603" 120 211 177 186 110 135 142 125 147 116 178 265
"OL67_003604" 1217 663 502 826 1335 1807 1417 1631 1809 536 915 960
"OL67_003605" 2004 1699 1238 1498 1553 2361 1693 1727 2375 1237 1618 2350
"OL67_003606" 946 1501 1097 952 1131 1635 1171 1172 1650 941 1359 1961
"OL67_003607" 586 806 646 881 441 659 577 368 533 618 845 1184
"OL67_003608" 4694 2430 1788 2661 3223 4597 3731 3599 5314 2048 2743 4077
"OL67_003609" 5654 8454 5217 5601 9650 13796 9750 10138 15464 5727 6528 12783
"OL67_003610" 206 606 418 1187 175 251 302 154 233 432 663 725
"OL67_003611" 475 1081 996 2382 384 691 531 411 545 997 1537 1451
"OL67_003612" 182 390 234 352 216 340 354 254 370 224 311 372
"OL67_003613" 226 309 232 255 316 508 397 410 564 175 283 387
"OL67_003614" 88 59 48 98 59 111 79 61 87 59 96 78
"OL67_003615" 197 120 78 118 107 188 192 126 181 63 110 144
"OL67_003616" 173 186 97 113 142 235 183 150 245 91 182 227
"OL67_003617" 184 225 170 163 296 353 315 306 400 123 141 257
"OL67_003618" 1420 1438 1152 1075 1562 2320 1808 1740 2293 940 1350 2024
"OL67_003619" 268 263 158 239 274 377 434 290 371 152 207 273
"OL67_003620" 300 245 146 212 229 351 258 242 379 127 206 225
"OL67_003621" 331 173 136 142 268 450 373 308 424 106 138 215
"OL67_003622" 231 397 309 207 320 498 419 431 557 203 269 363
"OL67_003623" 410 414 389 577 357 559 670 601 763 353 452 482
"OL67_003624" 2014 1581 1252 1829 1804 2673 3275 2807 3415 1129 1482 2303
"OL67_003625" 76 93 55 83 57 93 117 77 78 49 85 107
"OL67_003626" 150 206 138 209 117 159 205 156 186 103 138 214
"OL67_003627" 40 74 40 21 49 53 45 49 53 42 74 81
"OL67_003628" 413 717 619 785 568 821 762 630 726 377 524 783
"OL67_003629" 80 78 68 63 53 88 68 78 113 49 57 92
"OL67_003630" 29 76 48 43 54 72 51 43 73 34 47 67
"OL67_003631" 51 49 43 46 35 50 48 42 48 28 57 43
"OL67_003632" 53 64 42 89 47 62 53 51 51 39 54 59
"OL67_003633" 112 916 671 401 203 338 277 222 358 526 766 1088
"OL67_003634" 4920 10022 6268 5686 4337 7173 13834 13864 20954 2910 3974 5866
"OL67_003635" 331 2983 2079 1515 784 998 1294 1453 1720 929 1303 1847
"OL67_003636" 215 184 107 146 207 286 233 207 363 129 215 245
"OL67_003637" 177 131 96 94 180 331 263 223 273 123 210 270
"OL67_003638" 198 213 129 77 248 400 302 289 404 160 247 302
"OL67_003639" 56 109 99 83 111 154 110 93 126 261 623 530
"OL67_003640" 13 10 6 10 4 8 7 8 11 18 30 25
"OL67_003641" 14 13 10 7 20 20 14 18 14 23 49 33
"OL67_003642" 31 19 18 21 19 21 11 21 40 27 40 72
"OL67_003643" 48 15 15 18 21 41 31 14 39 19 37 35
"OL67_003644" 53 64 33 32 71 94 84 78 100 79 87 100
"OL67_003645" 1541 1581 1393 2020 1951 2639 3216 2601 3349 1108 1173 2158
"OL67_003646" 719 1153 975 1021 862 1210 1195 1011 1414 474 551 958
"OL67_003647" 676 506 417 495 747 1226 691 571 877 233 364 511
"OL67_003648" 644 467 376 393 669 1099 797 550 844 465 668 711
"OL67_003649" 3463 1653 1119 1948 2027 3274 2625 1949 2963 1830 2708 3491
"OL67_003650" 2869 2586 1830 2234 2690 3892 3557 3255 4128 2196 2901 4285
"OL67_003651" 2477 2693 1913 2158 2591 3751 2977 3039 3967 2108 2872 4055
"OL67_003652" 26287 12314 9383 17531 19649 30546 24179 21912 30851 16488 25103 30421
"OL67_003653" 11043 4346 3779 5827 8752 14465 12023 10163 15135 6326 9294 12677
"OL67_003654" 6959 2828 1848 2931 6140 9229 7180 7031 10540 3927 5932 7692
"OL67_003655" 200 277 200 225 205 327 271 240 344 181 257 323
"OL67_003656" 223 410 298 487 247 406 444 325 513 150 192 384
"OL67_003657" 1032 1392 973 948 828 1048 1181 1097 1415 582 790 1226
"OL67_003658" 364 1593 1284 920 498 669 1272 1180 1719 543 684 1152
"OL67_003659" 513 1071 720 607 566 801 565 488 682 364 476 861
"OL67_003660" 352 990 666 804 459 723 421 452 612 377 478 897
"OL67_003661" 66 14 14 21 52 93 79 44 87 29 30 34
"OL67_003662" 133 79 58 141 100 230 144 111 167 35 45 81
"OL67_003663" 727 399 377 834 538 820 732 586 791 186 317 431
"OL67_003664" 238 421 286 381 216 357 261 255 334 374 585 675
"OL67_003665" 183 161 111 166 186 240 189 172 265 165 255 268
"OL67_003666" 159 95 62 129 122 194 136 130 158 70 81 138
"OL67_003667" 838 618 406 601 870 1361 987 864 1254 511 814 1013
"OL67_003668" 164 140 94 100 203 303 187 203 279 90 146 194
"OL67_003669" 824 542 376 541 807 1246 919 787 1193 392 536 742
"OL67_003670" 36 37 25 62 21 35 18 23 37 40 57 46
"OL67_003671" 180 130 70 113 186 289 240 175 235 79 140 180
"OL67_003672" 71 73 67 44 80 151 135 90 118 36 57 96
"OL67_003673" 1519 1513 1192 1236 1942 2585 2385 2172 2857 1108 1626 2195
"OL67_003674" 161 245 152 160 195 279 204 211 289 126 208 313
"OL67_003675" 1359 2470 1872 2152 1496 1842 1631 1482 2000 1367 2060 2755
"OL67_003676" 428 833 526 526 494 736 586 591 763 312 523 659
"OL67_003677" 3470 4169 2554 2689 4125 5715 4689 4476 6399 2270 2966 4482
"OL67_003678" 1527 725 441 564 767 942 932 824 1112 369 524 797
"OL67_003679" 437 339 244 270 335 468 417 302 504 205 342 402
"OL67_003680" 748 1089 787 993 744 1136 976 718 1182 819 1229 1378
"OL67_003681" 439 470 293 366 460 631 567 441 626 357 556 590
"OL67_003682" 101 570 434 306 152 253 230 187 281 113 162 258
"OL67_003683" 164 691 515 620 161 260 203 231 269 148 141 327
"OL67_003684" 321 173 86 169 167 237 237 162 276 120 145 194
"OL67_003685" 1012 604 480 606 1414 1839 945 857 1069 770 1074 1507
"OL67_003686" 4633 3086 2445 2094 8791 11016 4087 4148 4793 7405 9207 14952
"OL67_003687" 24275 12710 9504 10631 24921 32828 11828 12639 13907 26827 35197 53407
"OL67_003688" 18650 8083 6756 8048 19558 26956 10845 11298 11678 20812 25642 42440
"OL67_003689" 959 491 406 552 1096 1564 534 599 741 974 1267 2018
"OL67_003690" 2694 1640 1436 2088 3400 5100 2407 2192 2527 3099 4253 6225
"OL67_003691" 37602 30180 25689 39508 51904 69849 36630 40476 42685 45171 60033 80610
"OL67_003692" 15409 1239 820 1098 18135 24426 2455 2366 2797 26769 33270 56073
"OL67_003693" 7037 13211 8980 9221 10446 13463 9127 9748 12926 8303 10154 19355
"OL67_003694" 10925 17813 13647 15446 14141 18998 13768 12913 16621 14300 16152 26497
"OL67_003695" 4557 4233 3105 3925 3959 5065 4063 3213 4470 2992 3655 6066
"OL67_003696" 242 348 254 169 325 394 355 266 302 188 265 513
"OL67_003697" 1959 3409 2527 2568 3148 4197 3212 2611 3515 2085 2744 4357
"OL67_003698" 10294 12847 11734 16456 10276 14416 10962 9347 10170 10743 12883 20717
"OL67_003699" 31151 34639 36586 39291 33234 49654 37911 30459 33071 32707 36051 53183
"OL67_003700" 14509 18298 16310 18967 18314 24842 15870 17034 18123 15733 20638 28053
"OL67_003701" 42701 49064 54743 97175 43967 65242 42344 43672 43726 48523 56138 76422
"OL67_003702" 9631 20947 15810 12025 18504 23123 14430 17194 18830 17842 22970 39063
"OL67_003703" 5037 12650 7977 7808 8540 11051 6022 6997 8902 8645 11319 18643
"OL67_003704" 10851 0 0 1 13220 18400 0 1 1 13874 16128 27237
"OL67_003705" 3153 5732 4897 7944 3966 5558 8594 8148 9186 2816 3968 5630
"OL67_003706" 975 170 147 190 821 1642 848 720 1213 152 203 256
"OL67_003707" 2628 293 246 395 2415 3963 2560 2412 4124 116 163 230
"OL67_003708" 2152 171 153 239 1704 2839 1994 1899 3246 60 103 134
"OL67_003709" 1512 211 159 240 2024 3433 2469 2393 3737 91 110 174
